-4.472135954999578722e-02,-7.730490220025830472e-02,1.465653384534507456e-02,6.053465930913121823e-02,-5.459421846009297058e-02,-6.120894131853741454e-02,1.266396699123067612e-02,-4.234901000321891068e-02,-4.962651491794257269e-02,6.754691035621461503e-02,5.036997601811264019e-02,-3.758926654505058418e-02
-4.472135954999580110e-02,-7.699506291288320259e-02,-7.179512392827026857e-02,5.614773338245350465e-02,-4.152675831304414832e-04,5.782646411552060106e-02,-1.134404690118867668e-04,4.565421064585502980e-02,-3.308106674948677051e-02,2.021162830551579900e-02,1.860461697668250314e-02,-2.603569434111444730e-03
-4.472135954999580110e-02,-7.668522362550747595e-02,-3.895550545419750044e-02,5.782036822005143933e-02,-5.489841562562224747e-02,-2.188157453983595978e-03,-3.714860068343087823e-02,-4.414045236376110126e-02,4.710908535896234789e-02,-6.607593655909750618e-02,-4.382982843770565767e-02,-2.339117036874675815e-02
-4.472135954999580110e-02,-7.637538433813167993e-02,-1.892975581182949549e-02,-6.559809057061825877e-02,-7.243038532337597001e-03,6.521029767436617528e-05,-4.866094757006232674e-02,4.949257318657341448e-02,5.869303372370649613e-02,-4.766806325724033677e-02,-5.690285393130395386e-02,-1.340892585615251729e-02
-4.472135954999580110e-02,-7.606554505075589778e-02,4.751386758670423510e-02,-3.110844613907970749e-02,-5.973389261788589893e-02,-6.219728346085882237e-02,4.866456497752114779e-02,-4.094315535904784198e-02,3.929733096526093900e-02,1.815384239257920515e-02,-6.719159617167486109e-02,4.878834592114349861e-02
-4.472135954999580110e-02,-7.575570576338011564e-02,4.753334149552128352e-02,-6.221300365457527182e-02,-6.151564758969763763e-02,-5.968627000010989260e-03,-5.565662276792085456e-05,-4.216411915088418699e-02,-4.510339231512108804e-02,2.280733337742260267e-02,6.020079522439013286e-02,5.498662087705141061e-02
-4.472135954999580110e-02,-7.544586647600431961e-02,6.224286434721929689e-02,-3.035126241687832391e-02,-5.962797505920840874e-02,4.879949860583180504e-02,-2.387022698309539115e-02,4.545149406191434371e-02,-3.386426786027095515e-02,-2.812187487505801199e-03,3.093285286935022055e-02,-6.017432127663020075e-02
-4.472135954999580110e-02,-7.513602718862852359e-02,-5.901320290391683793e-02,-6.761617410071583956e-02,4.724046130985139896e-02,-5.136126567583407243e-02,1.989667408556094336e-02,-3.682564501083706449e-02,-4.437790368002577507e-02,4.955478597134237162e-02,6.803381633532148975e-02,-4.486168801541639932e-03
-4.472135954999580110e-02,-7.482618790125275532e-02,-1.921914058196620007e-02,-6.559027893760613348e-02,4.748802998156025773e-02,5.818858467668254486e-02,4.212842466442989764e-02,-4.034107654199883125e-02,-4.125361494008096541e-02,1.178797286068209750e-02,1.468615249502768470e-02,-4.081442073863193569e-03
-4.472135954999580110e-02,-7.451634861387695929e-02,-3.525460357308068254e-02,-4.180221609293585661e-03,-3.707145061362885925e-03,5.631279155460874181e-02,-4.453623652132256833e-02,4.673027350875038483e-02,6.019118494272639175e-02,-8.330112721604897991e-03,-1.225259016126296549e-02,-6.011484795801968345e-02
-4.472135954999580110e-02,-7.420650932650116327e-02,6.793384204979702190e-02,-6.115422147893191662e-02,-6.660419023466807378e-03,-4.966687772595297645e-03,-5.378825514902828980e-02,-4.013954911943033027e-02,4.964405356705921257e-02,-1.023891005833531612e-02,-8.275936720385425327e-02,-3.900040307282882229e-02
-4.472135954999580110e-02,-7.389667003912538112e-02,-7.451729290959320517e-02,2.494443080889193962e-02,5.255438757832393143e-02,-5.138922693012367565e-02,-2.478352732762074961e-02,-3.819485931809310508e-02,-4.284212525931039434e-02,-2.656319031566742143e-03,2.514235218682160308e-02,-5.516901131263084179e-02
-4.472135954999580110e-02,-7.358683075174959898e-02,-5.387148344129586569e-02,-5.112384259724960488e-03,-3.792571783144173432e-03,-5.446766563120891691e-02,2.185031800971525690e-02,-3.966775913489228172e-02,4.329379724726239997e-02,-6.583271662578547845e-02,1.050553170957048508e-03,-6.477279133817746837e-02
-4.472135954999580110e-02,-7.327699146437380295e-02,3.920443926895154224e-02,-6.260006332701049947e-02,4.788245205976462276e-02,-1.121995515311110603e-03,4.602039065417016378e-02,5.132340760163416754e-02,-3.711702222029160392e-02,-6.386164095418278563e-02,7.171894515572704853e-02,-5.877562733858109068e-02
-4.472135954999580110e-02,-7.296715217699802081e-02,4.379960663312990055e-02,6.207805257445743463e-02,-5.429662911699603689e-02,4.893470649270795919e-02,-4.867058356468194244e-05,4.395251746092272704e-02,-3.659545730155471660e-02,1.948760650555471721e-02,-4.224026660194506178e-02,-2.836721265877403114e-02
-4.472135954999580110e-02,-7.265731288962222478e-02,4.357841594573792082e-02,3.096127017722356822e-02,-1.390845237942534745e-03,5.144091700807953971e-02,7.320718988604252297e-02,-4.359944302400029642e-02,4.327723412027501687e-02,3.971460638182306574e-02,-5.563802168807072124e-03,-1.752130968439780459e-02
-4.472135954999580110e-02,-7.234747360224644264e-02,2.545993095149884020e-02,3.004541963591255554e-02,-1.490809904034641475e-03,5.248637930278669123e-02,1.728286143994639881e-02,4.625623510749141132e-02,-3.550093262372466807e-02,4.852954908725160693e-02,2.349862363627723896e-02,4.045618668266116186e-02
-4.472135954999580110e-02,-7.203763431487066049e-02,-7.617181654489189185e-03,2.836972549316857384e-02,5.300844174875789933e-02,5.658569060704122383e-02,-9.241114772353923798e-03,-4.165480475834289209e-02,-3.982720980067041422e-02,-1.454327011216540420e-02,2.021531934727736207e-02,-2.985648941999407332e-03
-4.472135954999580110e-02,-7.172779502749486447e-02,6.327050648500803266e-03,-2.027505197839295920e-03,-3.378733793636841658e-03,-5.795681368786237408e-02,-1.336430675542296838e-02,-3.950228866904992309e-02,4.442607135015832348e-02,6.739466771225632868e-02,-2.607921982292208860e-04,8.103004777166597505e-02
-4.472135954999580110e-02,-7.141795574011908232e-02,2.746039351518643132e-02,-6.316960433517029849e-02,-6.824420627665798121e-03,-5.856832759876622746e-02,4.698913592395083383e-02,-3.862730159364883425e-02,-4.910051670242565613e-02,-2.496335161059271197e-04,3.928650258513047278e-02,-2.849166770888897360e-02
-4.472135954999580110e-02,-7.110811645274328630e-02,-2.064034435351960739e-02,-6.560844372241765587e-02,-6.179329194613478182e-02,-2.053721538817419607e-03,6.455504753252938599e-02,-4.242398267233611631e-02,-4.843107228518832297e-02,3.045724075971202940e-02,-4.689573505170124834e-02,3.548354766391562803e-02
-4.472135954999580110e-02,-7.079827716536750415e-02,5.026329217779246239e-02,6.243790002221745461e-02,4.924934015103320240e-04,-5.186928474888824817e-03,5.057564498129366731e-02,-4.225165733847494748e-02,4.142565592360975685e-02,6.882948861432679200e-02,2.500811870027509071e-02,6.939191786781997995e-02
-4.472135954999580110e-02,-7.048843787799170812e-02,2.737056398943768509e-02,6.127953537888520402e-02,-5.432510458933759862e-02,-6.198056489297219113e-02,-3.258553392772012280e-02,4.751728939503286481e-02,-3.964753280175881134e-02,-1.025107817078778696e-02,1.591057870958859782e-02,2.839333985627900611e-02
-4.472135954999580110e-02,-7.017859859061592598e-02,1.624850827468405853e-02,2.960902888635934954e-02,5.320424625177389011e-02,-5.665501896410671950e-02,7.489824618667229039e-02,-3.821442444247836329e-02,3.976965752604812859e-02,5.229320484948257741e-02,5.091068746944207857e-02,-1.830608042535128085e-02
-4.472135954999580110e-02,-6.986875930324014383e-02,2.801697995607742644e-03,6.004053132645227608e-02,2.339694787249673238e-04,5.347672353193422268e-02,-4.138380074690767990e-02,4.583403709953302874e-02,-3.219777010642021348e-02,-4.613529831566229311e-02,5.276100625493013868e-02,3.334016072646074635e-02
-4.472135954999580110e-02,-6.955892001586434781e-02,-4.657198250779152199e-02,-4.683066859746421243e-03,-5.832381325434039809e-02,5.475074696886006453e-02,3.633179692219291879e-02,4.464711588570689782e-02,5.350974172874885942e-02,-2.953134811027054857e-02,-3.665047165569897125e-02,-4.202868856902425981e-02
-4.472135954999580110e-02,-6.924908072848856566e-02,4.131125232198010894e-02,-6.243451548949632834e-02,4.800903233561769345e-02,-1.265520189221981629e-03,-4.917174247685409533e-02,-3.831902074711317219e-02,5.085802834242934833e-02,7.563912665579763939e-02,-4.574160700096296245e-02,-2.501497555160440284e-02
-4.472135954999580110e-02,-6.893924144111276964e-02,-5.879585323396881863e-03,2.850301167798594340e-02,-1.582469945282358225e-03,-5.757218130860548844e-02,-1.314542255558319092e-02,-4.000846766909356422e-02,4.392802644635319942e-02,-7.043486261736739418e-02,6.268580236141989281e-02,-1.508172198237505736e-03
